Codigo,Titulo
622211,Hospitales psiquiátricos y para el tratamiento por adicción del sector privado
622212,Hospitales psiquiátricos y para el tratamiento por adicción del sector público
6223,Hospitales de otras especialidades médicasT
62231,Hospitales de otras especialidades médicasT
622311,Hospitales del sector privado de otras especialidades médicas
622312,Hospitales del sector público de otras especialidades médicas
623,Residencias de asistencia social y para el cuidado de la saludT
6231,"Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminalesT"
62311,"Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminalesT"
623111,"Residencias del sector privado con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales"
623112,"Residencias del sector público con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales"
6232,"Residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adiccionesT"
62321,Residencias para el cuidado de personas con problemas de retardo mentalT
623211,Residencias del sector privado para el cuidado de personas con problemas de retardo mental
623212,Residencias del sector público para el cuidado de personas con problemas de retardo mental
62322,Residencias para el cuidado de personas con problemas de trastorno mental y adicciónT
623221,Residencias del sector privado para el cuidado de personas con problemas de trastorno mental y adicción
623222,Residencias del sector público para el cuidado de personas con problemas de trastorno mental y adicción
6233,Asilos y otras residencias para el cuidado de ancianosT
62331,Asilos y otras residencias para el cuidado de ancianosT
623311,Asilos y otras residencias del sector privado para el cuidado de ancianos
623312,Asilos y otras residencias del sector público para el cuidado de ancianos
6239,Orfanatos y otras residencias de asistencia socialT
62399,Orfanatos y otras residencias de asistencia socialT
623991,Orfanatos y otras residencias de asistencia social del sector privado
623992,Orfanatos y otras residencias de asistencia social del sector público
624,Otros servicios de asistencia socialT
6241,Servicios de orientación y trabajo socialT
62411,Servicios de orientación y trabajo social para la niñez y la juventudT
624111,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector privado
624112,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector público
62412,Centros de atención y cuidado diurno de ancianos y personas con discapacidadT
624121,Centros del sector privado dedicados a la atención y cuidado diurno de ancianos y personas con discapacidad
624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y personas con discapacidad
62419,Otros servicios de orientación y trabajo socialT
624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones
624198,Otros servicios de orientación y trabajo social prestados por el sector privado
624199,Otros servicios de orientación y trabajo social prestados por el sector público
6242,"Servicios comunitarios de alimentación, refugio y emergenciaT"
62421,Servicios de alimentación comunitariosT
624211,Servicios de alimentación comunitarios prestados por el sector privado
624212,Servicios de alimentación comunitarios prestados por el sector público
62422,Refugios temporales comunitariosT
624221,Refugios temporales comunitarios del sector privado
624222,Refugios temporales comunitarios del sector público
62423,Servicios de emergencia comunitariosT
624231,Servicios de emergencia comunitarios prestados por el sector privado
624232,Servicios de emergencia comunitarios prestados por el sector público
6243,"Servicios de capacitación para el trabajo para personas desempleadas, subempleadas o con discapacidadT"
62431,"Servicios de capacitación para el trabajo para personas desempleadas, subempleadas o con discapacidadT"
624311,"Servicios de capacitación para el trabajo prestados por el sector privado para personas desempleadas, subempleadas o con discapacidad"
624312,"Servicios de capacitación para el trabajo prestados por el sector público para personas desempleadas, subempleadas o con discapacidad"
6244,GuarderíasT
62441,GuarderíasT
624411,Guarderías del sector privado
624412,Guarderías del sector público
71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativosT"
711,"Servicios artísticos, culturales y deportivos, y otros servicios relacionadosT"
7111,Compañías y grupos de espectáculos artísticos y culturalesT
71111,Compañías de teatroT
711111,Compañías de teatro del sector privado
711112,Compañías de teatro del sector público
71112,Compañías de danzaT
711121,Compañías de danza del sector privado
711122,Compañías de danza del sector público
71113,Cantantes y grupos musicalesT
711131,Cantantes y grupos musicales del sector privado
711132,Grupos musicales del sector público
71119,Otras compañías y grupos de espectáculos artísticosT
711191,Otras compañías y grupos de espectáculos artísticos del sector privado
711192,Otras compañías y grupos de espectáculos artísticos del sector público
7112,Deportistas y equipos deportivos profesionalesT
71121,Deportistas y equipos deportivos profesionalesT
711211,Deportistas profesionales
711212,Equipos deportivos profesionales
7113,"Promotores de espectáculos artísticos, culturales, deportivos y similaresT"
71131,"Promotores de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlosT"
711311,"Promotores del sector privado de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos"
711312,"Promotores del sector público de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos"
71132,"Promotores de espectáculos artísticos, culturales, deportivos y similares que no cuentan con instalaciones para presentarlosT"
711320,"Promotores de espectáculos artísticos, culturales, deportivos y similares que no cuentan con instalaciones para presentarlos "
7114,"Agentes y representantes de artistas, deportistas y similaresT"
71141,"Agentes y representantes de artistas, deportistas y similaresT"
711410,"Agentes y representantes de artistas, deportistas y similares "
7115,"Artistas, escritores y técnicos independientesT"
71151,"Artistas, escritores y técnicos independientesT"
711510,"Artistas, escritores y técnicos independientes"
712,"Museos, sitios históricos, zoológicos y similaresT"
7121,"Museos, sitios históricos, zoológicos y similaresT"
71211,MuseosT
712111,Museos del sector privado
712112,Museos del sector público
71212,Sitios históricosT
712120,Sitios históricos
71213,Jardines botánicos y zoológicosT
712131,Jardines botánicos y zoológicos del sector privado 
712132,Jardines botánicos y zoológicos del sector público 
71219,"Grutas, parques naturales y otros sitios del patrimonio cultural de la naciónT"
712190,"Grutas, parques naturales y otros sitios del patrimonio cultural de la nación "
713,Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativosT
7131,Parques con instalaciones recreativas y casas de juegos electrónicosT
71311,Parques con instalaciones recreativasT
713111,Parques de diversiones y temáticos del sector privado 
713112,Parques de diversiones y temáticos del sector público 
713113,Parques acuáticos y balnearios del sector privado 
713114,Parques acuáticos y balnearios del sector público 
71312,Casas de juegos electrónicosT
713120,Casas de juegos electrónicos 
7132,"Casinos, loterías y otros juegos de azarT"
71321,CasinosT
713210,Casinos 
71329,Loterías y otros juegos de azarT
713291,"Venta de billetes de lotería, pronósticos deportivos y otros boletos de sorteo"
713299,Otros juegos de azar 
7139,Otros servicios recreativosT
71391,Campos de golfT
713910,Campos de golf
71392,Pistas para esquiarT
713920,Pistas para esquiar 
71393,Marinas turísticasT
713930,Marinas turísticas
71394,Clubes deportivos y centros de acondicionamiento físicoT
713941,Clubes deportivos del sector privado 
713942,Clubes deportivos del sector público
713943,Centros de acondicionamiento físico del sector privado
713944,Centros de acondicionamiento físico del sector público
71395,BolichesT
713950,Boliches
71399,Otros servicios recreativosT
713991,Billares 
713992,Clubes o ligas de aficionados
713998,Otros servicios recreativos prestados por el sector privado
713999,Otros servicios recreativos prestados por el sector público 
72,Servicios de alojamiento temporal y de preparación de alimentos y bebidasT
721,Servicios de alojamiento temporalT
7211,"Hoteles, moteles y similaresT"
72111,"Hoteles y moteles, excepto hoteles con casinoT"
721111,Hoteles con otros servicios integrados
721112,Hoteles sin otros servicios integrados 
721113,Moteles
72112,Hoteles con casinoT
721120,Hoteles con casino 
72119,"Cabañas, villas y similaresT"
721190,"Cabañas, villas y similares"
7212,Campamentos y albergues recreativosT
72121,Campamentos y albergues recreativosT
721210,Campamentos y albergues recreativos 
7213,"Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hoteleríaT"
72131,"Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hoteleríaT"
721311,Pensiones y casas de huéspedes
721312,Departamentos y casas amueblados con servicios de hotelería
722,Servicios de preparación de alimentos y bebidasT
7223,Servicios de preparación de alimentos por encargoT
72231,Servicios de comedor para empresas e institucionesT
722310,Servicios de comedor para empresas e instituciones 
72232,Servicios de preparación de alimentos para ocasiones especialesT
722320,Servicios de preparación de alimentos para ocasiones especiales
72233,Servicios de preparación de alimentos en unidades móvilesT
722330,Servicios de preparación de alimentos en unidades móviles 
7224,"Centros nocturnos, bares, cantinas y similaresT"
72241,"Centros nocturnos, bares, cantinas y similaresT"
722411,"Centros nocturnos, discotecas y similares"
722412,"Bares, cantinas y similares"
7225,Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicasT
72251,Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicasT
722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
722512,Restaurantes con servicio de preparación de pescados y mariscos
722513,Restaurantes con servicio de preparación de antojitos
722514,Restaurantes con servicio de preparación de tacos y tortas
722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares"
722516,Restaurantes de autoservicio
722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar "
722518,Restaurantes que preparan otro tipo de alimentos para llevar
722519,Servicios de preparación de otros alimentos para consumo inmediato
81,Otros servicios excepto actividades gubernamentalesT
811,Servicios de reparación y mantenimientoT
8111,Reparación y mantenimiento de automóviles y camionesT
81111,Reparación mecánica y eléctrica de automóviles y camionesT
811111,Reparación mecánica en general de automóviles y camiones
811112,Reparación del sistema eléctrico y electrónico de automóviles y camiones
811113,Rectificación de partes de motor de automóviles y camiones
811114,Reparación de transmisiones de automóviles y camiones
811115,Reparación de suspensiones de automóviles y camiones
811116,Alineación y balanceo de automóviles y camiones
811119,Otras reparaciones mecánicas de automóviles y camiones
81112,"Hojalatería, tapicería y otras reparaciones a la carrocería de automóviles y camionesT"
811121,Hojalatería y pintura de automóviles y camiones
811122,Tapicería de automóviles y camiones
811123,Servicios de blindaje y de adaptación de automóviles y camiones
811129,Instalación de cristales y otras reparaciones a la carrocería de automóviles y camiones 
81119,Otros servicios de reparación y mantenimiento de automóviles y camionesT
811191,Reparación menor de llantas
811192,Lavado y lubricado de automóviles y camiones
811199,Otros servicios de reparación y mantenimiento de automóviles y camiones
8112,Reparación y mantenimiento de equipo electrónico y de equipo de precisiónT
81121,Reparación y mantenimiento de equipo electrónico y de equipo de precisiónT
811211,Reparación y mantenimiento de equipo electrónico de uso doméstico
811219,Reparación y mantenimiento de otro equipo electrónico y de equipo de precisión
8113,"Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de serviciosT"
81131,"Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de serviciosT"
811311,Reparación y mantenimiento de maquinaria y equipo agropecuario y forestal
811312,Reparación y mantenimiento de maquinaria y equipo industrial
811313,"Reparación y mantenimiento de maquinaria y equipo para mover, levantar y acomodar materiales"
811314,Reparación y mantenimiento de maquinaria y equipo comercial y de servicios
8114,Reparación y mantenimiento de artículos para el hogar y personalesT
81141,Reparación y mantenimiento de aparatos eléctricos para el hogar y personalesT
811410,Reparación y mantenimiento de aparatos eléctricos para el hogar y personales
81142,Reparación de tapicería de muebles para el hogarT
811420,Reparación de tapicería de muebles para el hogar
81143,Reparación de calzado y otros artículos de piel y cueroT
811430,Reparación de calzado y otros artículos de piel y cuero
81149,Reparación y mantenimiento de otros artículos para el hogar y personalesT
811491,Cerrajerías
811492,Reparación y mantenimiento de motocicletas
811493,Reparación y mantenimiento de bicicletas
811499,Reparación y mantenimiento de otros artículos para el hogar y personales
812,Servicios personalesT
8121,"Salones y clínicas de belleza, baños públicos y bolerías"
81211,Salones y clínicas de belleza y peluquerías
812110,Salones y clínicas de belleza y peluquerías
81212,Baños públicos
812120,Baños públicos
81213,Sanitarios públicos y bolerías
812130,Sanitarios públicos y bolerías
8122,Lavanderías y tintorerías
81221,Lavanderías y tintorerías
812210,Lavanderías y tintorerías
8123,Servicios funerarios y administración de cementerios
81231,Servicios funerarios
812310,Servicios funerarios
81232,Administración de cementerios
812321,Administración de cementerios pertenecientes al sector privado
812322,Administración de cementerios pertenecientes al sector público
8124,Estacionamientos y pensiones para vehículos automotores
81241,Estacionamientos y pensiones para vehículos automotores
812410,Estacionamientos y pensiones para vehículos automotores
8129,Servicios de revelado e impresión de fotografías y otros servicios personales
81291,Servicios de revelado e impresión de fotografías
812910,Servicios de revelado e impresión de fotografías
81299,Otros servicios personales
812990,Otros servicios personales
813,Asociaciones y organizacionesT
8131,"Asociaciones y organizaciones comerciales, laborales, profesionales y recreativas"
81311,"Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios"
813110,"Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios"
81312,Asociaciones y organizaciones laborales y sindicales
813120,Asociaciones y organizaciones laborales y sindicales
81313,Asociaciones y organizaciones de profesionistas
813130,Asociaciones y organizaciones de profesionistas
81314,Asociaciones regulatorias de actividades recreativas
813140,Asociaciones regulatorias de actividades recreativas
8132,"Asociaciones y organizaciones religiosas, políticas y civiles"
81321,Asociaciones y organizaciones religiosas
813210,Asociaciones y organizaciones religiosas
81322,Asociaciones y organizaciones políticas
813220,Asociaciones y organizaciones políticas
81323,Asociaciones y organizaciones civiles
813230,Asociaciones y organizaciones civiles
814,Hogares con empleados domésticosT
8141,Hogares con empleados domésticosT
81411,Hogares con empleados domésticosT
814110,Hogares con empleados domésticos
93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritorialesT"
931,"Actividades legislativas, gubernamentales y de impartición de justicia"
9311,Órganos legislativos
93111,Órganos legislativos
931110,Órganos legislativos
9312,Administración pública en general
93121,Administración pública en general
931210,Administración pública en general
9313,Regulación y fomento del desarrollo económico
93131,Regulación y fomento del desarrollo económico
931310,Regulación y fomento del desarrollo económico
9314,Impartición de justicia y mantenimiento de la seguridad y el orden público
93141,Impartición de justicia y mantenimiento de la seguridad y el orden público
931411,Impartición de justicia
931412,Mantenimiento de la seguridad y el orden público
9315,Regulación y fomento de actividades para mejorar y preservar el medio ambiente
93151,Regulación y fomento de actividades para mejorar y preservar el medio ambiente
931510,Regulación y fomento de actividades para mejorar y preservar el medio ambiente
9316,Actividades administrativas de instituciones de bienestar social
93161,Actividades administrativas de instituciones de bienestar social
931610,Actividades administrativas de instituciones de bienestar social
9317,Relaciones exteriores
93171,Relaciones exteriores
931710,Relaciones exteriores
9318,Actividades de seguridad nacional
93181,Actividades de seguridad nacional
931810,Actividades de seguridad nacional
932,Organismos internacionales y extraterritoriales
9321,Organismos internacionales y extraterritoriales
93211,Organismos internacionales
932110,Organismos internacionales
93212,Sedes diplomáticas y otras unidades extraterritoriales
932120,Sedes diplomáticas y otras unidades extraterritoriales
